,pmid,secid,sentid,section,sentence_text,pred_consort_relevant
189,24172024,0,0,Title,A cluster randomised controlled trial to determine the clinical effectiveness and cost-effectiveness of classroom-based cognitive-behavioural therapy (CBT) in reducing symptoms of depression in high-risk adolescents.,[]
190,24172024,1,1,Background,Depression in adolescents is a significant problem that impairs everyday functioning and increases the risk of severe mental health disorders in adulthood.,[]
191,24172024,1,2,Background,"Although this is a major problem, relatively few adolescents with, or at risk of developing, depression are identified and referred for treatment.",[]
192,24172024,1,3,Background,This suggests the need to investigate alternative approaches whereby preventative interventions are made widely available in schools.,[]
193,24172024,2,4,Objective,To investigate the clinical effectiveness and cost-effectiveness of classroom-based cognitive-behavioural therapy (CBT) in reducing symptoms of depression in high-risk adolescents.,[]
194,24172024,3,5,Design,Cluster randomised controlled trial.,['D02']
195,24172024,3,6,Design,"Year groups ( n = 28) randomly allocated on a 1 : 1 : 1 basis to one of three trial arms once all schools were recruited and balanced for number of classes, number of students, Personal, Social and Health Education (PSHE) lesson frequency, and scheduling of PSHE.",[]
196,24172024,4,7,Setting,Year groups 8 to 11 (ages 12-16 years) in mixed-sex secondary schools in the UK.,['D03b']
197,24172024,4,8,Setting,Data were collected between 2009 and 2011.,[]
198,24172024,5,9,Participants,Young people who attended PSHE at participating schools were eligible ( n = 5503).,[]
199,24172024,5,10,Participants,"Of the 5030 who agreed to participate, 1064 (21.2%) were classified as 'high risk': 392 in the classroom-based CBT arm, 374 in the attention control PSHE arm and 298 in the usual PSHE arm.",[]
200,24172024,5,11,Participants,"Primary outcome data on the high-risk group at 12 months were available for classroom-based CBT ( n = 296), attention control PSHE ( n = 308) and usual PSHE ( n = 242).","['D06a', 'D06b']"
201,24172024,6,12,Interventions,The Resourceful Adolescent Programme (RAP) is a focused CBT-based intervention adapted for the UK (RAP-UK) and delivered by two facilitators external to the school.,[]
202,24172024,6,13,Interventions,Control groups were usual PSHE (usual school curriculum delivered by teachers) and attention control (usual school PSHE with additional support from two facilitators).,"['D04b', 'D04a']"
203,24172024,6,14,Interventions,Interventions were delivered universally to whole classes.,[]
204,24172024,7,15,Primary outcomes,Clinical effectiveness: symptoms of depression [Short Mood and Feelings Questionnaire (SMFQ)] in adolescents at high risk of depression 12 months from baseline.,"['D06a', 'D06b']"
205,24172024,7,16,Primary outcomes,Cost-effectiveness: incremental cost-effectiveness ratios (ICERs) based on SMFQ score and quality-adjusted life-years (from European Quality of Life-5 Dimensions scores) between baseline and 12 months.,"['D06a', 'D06b']"
206,24172024,7,17,Primary outcomes,"Process evaluation: reach, attrition and qualitative feedback from service recipients and providers.",[]
207,24172024,8,18,Results,"SMFQ scores had decreased for high-risk adolescents in all trial arms at 12 months, but there was no difference between arms [classroom-based CBT vs. usual PSHE adjusted difference in means 0.97, 95% confidence interval (CI) -0.34 to 2.28; classroom-based CBT vs. attention control PSHE -0.63, 95% CI -1.99 to 0.73].",[]
208,24172024,8,19,Results,"Costs of interventions per child were estimated at 41.96 for classroom-based CBT and 34.45 for attention control PSHE. Fieller's method was used to obtain a parametric estimate of the 95% CI for the ICERs and construct the cost-effectiveness acceptability curve, confirming that classroom-based CBT was not cost-effective relative to the controls.",[]
209,24172024,8,20,Results,"Reach of classroom-based CBT was good and attrition was low (median 80% attending  60% of sessions), but feedback indicated some difficulties with acceptability and sustainability.",[]
210,24172024,9,21,Conclusions,"Classroom-based CBT, attention control PSHE and usual PSHE produced similar outcomes.",[]
211,24172024,9,22,Conclusions,Classroom-based CBT may result in increased self-awareness and reporting of depressive symptoms.,[]
212,24172024,9,23,Conclusions,Classroom-based CBT was not shown to be cost-effective.,[]
213,24172024,9,24,Conclusions,"While schools are a convenient way of reaching a wide range of young people, implementing classroom-based CBT within schools is challenging, particularly with regard to fitting programmes into a busy timetable, the lack of value placed on PSHE, and difficulties engaging with teachers and young people.",[]
214,24172024,9,25,Conclusions,Wider use of classroom-based depression prevention programmes should not be undertaken without further research.,[]
215,24172024,9,26,Conclusions,"If universal preventative approaches are to be pursued, their clinical effectiveness and cost-effectiveness with younger children (aged 10-11 years), before the incidence of depression increases, should be investigated.",[]
216,24172024,9,27,Conclusions,"Alternatively, the clinical effectiveness of indicated school-based programmes targeting those already displaying symptoms of depression should be investigated.",[]
217,24172024,10,28,Trial registration,Current Controlled Trials ISRCTN19083628.,[]
218,24172024,11,29,Funding,"This project was funded by the NIHR Health Technology Assessment programme and will be published in full in Health Technology Assessment; Vol. 17, No. 47.",[]
219,24172024,11,30,Funding,See the HTA programme website for further project information.,[]
220,22030296,0,0,Title,A randomized trial to evaluate the course of effects of a program to prevent adolescent depressive symptoms over 12 months.,[]
221,10+1016_j+invent+2014+05+004,0,0,Title,Preventing anxiety and depression in adolescents: A randomised controlled trial of two school based Internet-delivered cognitive behavioural therapy programmes,[]
222,10+1016_j+ajp+2019+101892,0,0,Title,Improving coping mechanisms of Malaysian adolescents living in orphanages through a life skills education program: A multicentre randomized controlled trial,[]
223,32336987,0,0,Title,A 12-month follow-up of a transdiagnostic indicated prevention of internalizing symptoms in school-aged children: the results from the EMOTION study.,[]
224,32336987,1,1,Background,"Anxious and depressive symptoms in youth are highly prevalent, are often comorbid and have a high rate of relapse.",[]
225,32336987,1,2,Background,"Preventive interventions are promising, but follow-up results are lacking.",[]
226,32336987,1,3,Background,The transdiagnostic EMOTION program is an indicated preventive cognitive behavioral therapy (CBT) intervention targeting children aged 8-12years.,[]
227,32336987,2,4,Methods,The present study investigates the 12months follow-up effects of the EMOTION intervention in a cluster randomized controlled trial (RCT) with 795 children that included both child self-reports and parental reports.,[]
228,32336987,3,5,Results,"Mixed model analyses showed a larger decrease of symptoms in the intervention group than in the control group for child self-reported anxious symptoms (The Multidimensional Anxiety Scale for Children (MASC) difference 4.56, CI 1.83 to 7.29,  p=.001).",['D09']
229,32336987,3,6,Results,"Parental reports for both anxious (MASC difference 2.50, CI .26 to 4.74,  p=.029) and depressive (The Mood and Feelings Questionnaire-short form (SMFQ) difference 1.55, CI .83 to 2.26,  p.001) symptoms in children also showed a reduction.",[]
230,32336987,3,7,Results,"No statistically significant difference was found for child self-reported depressive symptoms (SMFQ difference .69, CI -.22 to 1.60,  p=.139).",[]
231,32336987,4,8,Conclusion,The transdiagnostic EMOTION program has shown the potential for long-term reductions in symptoms of both anxiety and depression in school-aged children.,[]
232,32336987,4,9,Conclusion,"However, results regarding depressive symptoms must be considered preliminary as only parental report indicated effect.",[]
233,32336987,4,10,Conclusion,Trial registration The regional ethics committee (REC) of Norway approved the study.,[]
234,32336987,4,11,Conclusion,Registration number: 2013/1909; Project title: Coping Kids: a randomized controlled study of a new indicated preventive intervention for children with symptoms of anxiety and depression.,[]
235,32336987,4,12,Conclusion,ClinicalTrials.gov Identifier; NCT02340637.,[]
236,25795013,0,0,Title,Effects of Adolescent Universal Substance Misuse Preventive Interventions on Young Adult Depression Symptoms: Mediational Modeling.,[]
